IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
150851121,ASSAULT,BATTERY,Monday,9/28/2015,17:54,CENTRAL,ARREST/ BOOKED,100 Block of JACKSON ST,-122.3989195,37.79695357,(37.796953574467/ -122.398919477596)
150851121,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Monday,9/28/2015,17:54,CENTRAL,ARREST/ BOOKED,100 Block of JACKSON ST,-122.3989195,37.79695357,(37.796953574467/ -122.398919477596)
150851115,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Monday,9/28/2015,17:49,NORTHERN,NONE,1600 Block of FILLMORE ST,-122.4330687,37.7847515,(37.7847514954484/ -122.433068689791)
156239905,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,17:45,SOUTHERN,NONE,2ND ST / STILLMAN ST,-122.3941527,37.78350461,(37.7835046149776/ -122.394152747236)
140369667,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,9/28/2015,17:45,INGLESIDE,NONE,PORTOLA DR / WOODSIDE AV,-122.4516229,37.74553304,(37.745533043349/ -122.451622869572)
156239080,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,9/28/2015,17:45,SOUTHERN,NONE,0 Block of 10TH ST,-122.4171597,37.77634716,(37.7763471604576/ -122.417159710491)
150851187,ASSAULT,BATTERY,Monday,9/28/2015,17:40,SOUTHERN,NONE,1100 Block of MARKET ST,-122.4137112,37.77966604,(37.7796660426062/ -122.41371122073)
156241063,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,17:40,NORTHERN,NONE,POLK ST / SACRAMENTO ST,-122.4208746,37.79149431,(37.7914943051906/ -122.420874632415)
150851074,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,9/28/2015,17:37,SOUTHERN,NONE,900 Block of MARKET ST,-122.4084211,37.78356994,(37.7835699386918/ -122.408421116922)
150851074,ROBBERY,ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON,Monday,9/28/2015,17:37,SOUTHERN,NONE,900 Block of MARKET ST,-122.4084211,37.78356994,(37.7835699386918/ -122.408421116922)
156239171,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Monday,9/28/2015,17:30,SOUTHERN,NONE,200 Block of 8TH ST,-122.4102877,37.77524884,(37.7752488388293/ -122.410287728099)
150851319,NON-CRIMINAL,AIDED CASE,Monday,9/28/2015,17:30,BAYVIEW,NONE,1000 Block of GILMAN AV,-122.3891364,37.71873248,(37.718732479957/ -122.389136383607)
156239068,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Monday,9/28/2015,17:30,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.3884856,37.78957276,(37.789572762563/ -122.388485562387)
150851137,FRAUD,FALSE ID TO PEACE OFFICER,Monday,9/28/2015,17:25,RICHMOND,ARREST/ BOOKED,600 Block of 5TH AV,-122.4629405,37.77632926,(37.7763292584158/ -122.462940548031)
150851137,ASSAULT,BATTERY,Monday,9/28/2015,17:25,RICHMOND,ARREST/ BOOKED,600 Block of 5TH AV,-122.4629405,37.77632926,(37.7763292584158/ -122.462940548031)
150851137,OTHER OFFENSES,RESISTING ARREST,Monday,9/28/2015,17:25,RICHMOND,ARREST/ BOOKED,600 Block of 5TH AV,-122.4629405,37.77632926,(37.7763292584158/ -122.462940548031)
150852141,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Monday,9/28/2015,17:22,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.40648,37.74105755,(37.741057552813/ -122.406479975864)
150852492,VEHICLE THEFT,STOLEN TRUCK,Monday,9/28/2015,17:15,PARK,NONE,0 Block of CARL ST,-122.4489005,37.76587929,(37.7658792859724/ -122.448900460062)
150851240,MISSING PERSON,MISSING JUVENILE,Monday,9/28/2015,17:15,MISSION,NONE,900 Block of POTRERO AV,-122.4066049,37.75715804,(37.7571580431915/ -122.406604919508)
150851068,TRESPASS,TRESPASSING,Monday,9/28/2015,17:10,CENTRAL,ARREST/ BOOKED,300 Block of BATTERY ST,-122.400354,37.79479159,(37.7947915942363/ -122.400353951468)
150853581,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,9/28/2015,17:00,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.4169161,37.78439445,(37.7843944492068/ -122.416916142188)
150866443,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,9/28/2015,17:00,TARAVAL,NONE,2000 Block of 16TH AV,-122.4730057,37.74969824,(37.7496982446142/ -122.473005722326)
150852317,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,9/28/2015,17:00,SOUTHERN,NONE,300 Block of MAIN ST,-122.3910249,37.78877867,(37.7887786674397/ -122.391024911564)
156240338,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,17:00,SOUTHERN,NONE,400 Block of 10TH ST,-122.4105412,37.77091306,(37.7709130566165/ -122.410541166987)
150866443,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,9/28/2015,17:00,TARAVAL,NONE,2000 Block of 16TH AV,-122.4730057,37.74969824,(37.7496982446142/ -122.473005722326)
150875767,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,9/28/2015,17:00,NORTHERN,NONE,2400 Block of PACIFIC AV,-122.4355842,37.79329421,(37.7932942133382/ -122.435584158103)
150856905,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,9/28/2015,16:50,SOUTHERN,NONE,800 Block of MARKET ST,-122.4066906,37.78520719,(37.7852071918419/ -122.406690592261)
150851535,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,9/28/2015,16:40,TENDERLOIN,ARREST/ BOOKED,0 Block of STOCKTON ST,-122.4063518,37.78603116,(37.7860311576362/ -122.406351834294)
150851159,NON-CRIMINAL,FOUND PROPERTY,Monday,9/28/2015,16:40,SOUTHERN,NONE,100 Block of PERRY ST,-122.3979334,37.7811851,(37.7811851033755/ -122.397933359242)
150851347,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,9/28/2015,16:40,BAYVIEW,NONE,1100 Block of GRIFFITH ST,-122.3793297,37.7279513,(37.727951300783/ -122.3793296835)
156244205,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,16:35,RICHMOND,NONE,800 Block of LA PLAYA ST,-122.5098954,37.7723132,(37.7723131976814/ -122.509895418239)
150850979,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Monday,9/28/2015,16:33,SOUTHERN,ARREST/ BOOKED,200 Block of MAIN ST,-122.392569,37.79001767,(37.7900176697371/ -122.39256903537)
150850979,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,9/28/2015,16:33,SOUTHERN,ARREST/ BOOKED,200 Block of MAIN ST,-122.392569,37.79001767,(37.7900176697371/ -122.39256903537)
150850979,TRESPASS,TRESPASSING,Monday,9/28/2015,16:33,SOUTHERN,ARREST/ BOOKED,200 Block of MAIN ST,-122.392569,37.79001767,(37.7900176697371/ -122.39256903537)
150853343,BURGLARY,BURGLARY/RESIDENCE UNDER CONSTRT/ FORCIBLE ENTRY,Monday,9/28/2015,16:30,INGLESIDE,NONE,400 Block of CHENERY ST,-122.4296675,37.73600825,(37.73600824963/ -122.429667529684)
150853020,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,9/28/2015,16:30,TARAVAL,NONE,1900 Block of 44TH AV,-122.5029981,37.75024528,(37.7502452774441/ -122.502998050421)
156238468,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,16:30,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.4312069,37.78456812,(37.7845681170336/ -122.431206932079)
150850957,NON-CRIMINAL,AIDED CASE/ MENTAL DISTURBED,Monday,9/28/2015,16:29,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266,(37.7850226622786/ -122.411987643595)
150850985,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,9/28/2015,16:25,CENTRAL,ARREST/ BOOKED,1100 Block of GRANT AV,-122.4068178,37.79719431,(37.7971943093664/ -122.406817843184)
150851626,NON-CRIMINAL,AIDED CASE/ MENTAL DISTURBED,Monday,9/28/2015,16:00,SOUTHERN,NONE,4TH ST / TOWNSEND ST,-122.3949859,37.77709095,(37.7770909534023/ -122.394985875925)
150851626,NON-CRIMINAL,AIDED CASE,Monday,9/28/2015,16:00,SOUTHERN,NONE,4TH ST / TOWNSEND ST,-122.3949859,37.77709095,(37.7770909534023/ -122.394985875925)
150851002,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Monday,9/28/2015,16:00,SOUTHERN,NONE,0 Block of 12TH ST,-122.4200014,37.77409486,(37.7740948566882/ -122.420001436964)
150859965,BURGLARY,BURGLARY/ UNLAWFUL ENTRY,Monday,9/28/2015,16:00,RICHMOND,NONE,100 Block of BALBOA ST,-122.4602668,37.77734979,(37.7773497857518/ -122.460266834255)
150851002,ASSAULT,BATTERY,Monday,9/28/2015,16:00,SOUTHERN,NONE,0 Block of 12TH ST,-122.4200014,37.77409486,(37.7740948566882/ -122.420001436964)
156239381,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,9/28/2015,16:00,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.4005933,37.78760247,(37.7876024687437/ -122.400593259668)
150852204,ASSAULT,BATTERY,Monday,9/28/2015,16:00,MISSION,NONE,23RD ST / MISSION ST,-122.4185967,37.7538382,(37.7538382048501/ -122.418596727459)
150851002,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,9/28/2015,16:00,SOUTHERN,NONE,0 Block of 12TH ST,-122.4200014,37.77409486,(37.7740948566882/ -122.420001436964)
150853111,VEHICLE THEFT,STOLEN TRUCK,Monday,9/28/2015,16:00,MISSION,NONE,400 Block of GUERRERO ST,-122.4241469,37.76395301,(37.763953010283/ -122.424146866925)
150850894,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,9/28/2015,15:47,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336,(37.7256933575703/ -122.452289660492)
150850872,ASSAULT,BATTERY,Monday,9/28/2015,15:41,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012,(37.7650501214668/ -122.419671780296)
156245071,FRAUD,FORGERY/ CREDIT CARD,Monday,9/28/2015,15:28,CENTRAL,NONE,SUTTER ST / MARKET ST,-122.4003161,37.79009963,(37.790099627367/ -122.400316057286)
150851773,MISSING PERSON,MISSING JUVENILE,Monday,9/28/2015,15:17,INGLESIDE,LOCATED,100 Block of PERSIA AV,-122.4347643,37.72261614,(37.7226161363136/ -122.434764286692)
150851773,MISSING PERSON,FOUND PERSON,Monday,9/28/2015,15:17,INGLESIDE,LOCATED,100 Block of PERSIA AV,-122.4347643,37.72261614,(37.7226161363136/ -122.434764286692)
150874593,ROBBERY,ROBBERY ON THE STREET/ STRONGARM,Monday,9/28/2015,15:15,NORTHERN,NONE,GOUGH ST / GROVE ST,-122.4231684,37.77781574,(37.7778157444577/ -122.423168378741)
150850888,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,15:15,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922,(37.7784692199467/ -122.513642064265)
150850888,FRAUD,CREDIT CARD/ THEFT BY USE OF,Monday,9/28/2015,15:15,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922,(37.7784692199467/ -122.513642064265)
150850747,DRUG/NARCOTIC,POSSESSION OF OPIATES FOR SALES,Monday,9/28/2015,15:11,TENDERLOIN,ARREST/ BOOKED,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912,(37.7823291237659/ -122.414029821727)
150850640,NON-CRIMINAL,FOUND PROPERTY,Monday,9/28/2015,15:11,PARK,NONE,600 Block of FREDERICK ST,-122.4562022,37.76590586,(37.765905864994/ -122.456202166027)
150850747,OTHER OFFENSES,RESISTING ARREST,Monday,9/28/2015,15:11,TENDERLOIN,ARREST/ BOOKED,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912,(37.7823291237659/ -122.414029821727)
150850747,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Monday,9/28/2015,15:11,TENDERLOIN,ARREST/ BOOKED,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912,(37.7823291237659/ -122.414029821727)
150851096,NON-CRIMINAL,TARASOFF REPORT,Monday,9/28/2015,15:10,MISSION,NONE,3500 Block of CESAR CHAVEZ ST,-122.4208327,37.74799945,(37.7479994493226/ -122.420832650303)
150850656,NON-CRIMINAL,DEATH REPORT/ CAUSE UNKNOWN,Monday,9/28/2015,15:04,SOUTHERN,NONE,100 Block of 6TH ST,-122.4073765,37.77998926,(37.7799892619986/ -122.407376463936)
150852486,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,9/28/2015,15:00,MISSION,NONE,21ST ST / CHATTANOOGA ST,-122.4267907,37.75656133,(37.7565613308094/ -122.426790716672)
150871630,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,9/28/2015,15:00,RICHMOND,NONE,700 Block of 11TH AV,-122.4690893,37.77417624,(37.77417623729/ -122.469089312677)
150851018,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,15:00,TARAVAL,NONE,1600 Block of 17TH AV,-122.4745965,37.75711077,(37.7571107665298/ -122.474596545088)
150856513,OTHER OFFENSES,FRAUDULENT GAME OR TRICK/ OBTAINING MONEY OR PROPERTY,Monday,9/28/2015,15:00,PARK,NONE,100 Block of CARMEL ST,-122.4497078,37.76086045,(37.7608604528722/ -122.449707822739)
150856789,VEHICLE THEFT,STOLEN TRUCK,Monday,9/28/2015,15:00,PARK,NONE,SCOTT ST / HAIGHT ST,-122.4353757,37.77147934,(37.7714793397231/ -122.435375683708)
150851648,NON-CRIMINAL,FOUND PROPERTY,Monday,9/28/2015,15:00,CENTRAL,NONE,JONES ST / FILBERT ST,-122.4159472,37.80054586,(37.8005458602274/ -122.415947162592)
150852549,NON-CRIMINAL,LOST PROPERTY,Monday,9/28/2015,15:00,PARK,NONE,1300 Block of FELL ST,-122.440104,37.77368496,(37.7736849604306/ -122.440103994605)
150850797,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,15:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,(37.7725405391593/ -122.466204667893)
150851256,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,9/28/2015,15:00,MISSION,NONE,2000 Block of MARKET ST,-122.4269556,37.76924706,(37.769247063207/ -122.426955631709)
156240485,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Monday,9/28/2015,15:00,BAYVIEW,NONE,800 Block of ARKANSAS ST,-122.3977095,37.75535626,(37.755356261721/ -122.397709507762)
156244318,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,9/28/2015,15:00,CENTRAL,NONE,1000 Block of STOCKTON ST,-122.4080994,37.79539916,(37.7953991562138/ -122.40809943667)
156239870,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,9/28/2015,14:50,TARAVAL,NONE,0 Block of CHUMASERO DR,-122.4729724,37.71323913,(37.7132391314398/ -122.472972400524)
150850929,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,9/28/2015,14:45,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.4852263,37.71469453,(37.7146945275773/ -122.485226315294)
150850703,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,9/28/2015,14:38,INGLESIDE,JUVENILE BOOKED,MISSION ST / GENEVA AV,-122.4410181,37.71645868,(37.7164586830811/ -122.441018108888)
150850703,OTHER OFFENSES,RESISTING ARREST,Monday,9/28/2015,14:38,INGLESIDE,JUVENILE BOOKED,MISSION ST / GENEVA AV,-122.4410181,37.71645868,(37.7164586830811/ -122.441018108888)
150850703,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,9/28/2015,14:38,INGLESIDE,JUVENILE BOOKED,MISSION ST / GENEVA AV,-122.4410181,37.71645868,(37.7164586830811/ -122.441018108888)
150850571,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Monday,9/28/2015,14:37,TARAVAL,ARREST/ BOOKED,19TH AV / JUNIPERO SERRA BL,-122.4725704,37.71717341,(37.7171734075622/ -122.472570418291)
150850684,ASSAULT,BATTERY,Monday,9/28/2015,14:35,SOUTHERN,ARREST/ BOOKED,0 Block of 4TH ST,-122.404957,37.78511786,(37.7851178563953/ -122.404956956375)
150850587,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,9/28/2015,14:35,BAYVIEW,ARREST/ CITED,ILLINOIS ST / 23RD ST,-122.387068,37.75544603,(37.7554460266182/ -122.387067977547)
150850587,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Monday,9/28/2015,14:35,BAYVIEW,ARREST/ CITED,ILLINOIS ST / 23RD ST,-122.387068,37.75544603,(37.7554460266182/ -122.387067977547)
150850690,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,9/28/2015,14:30,INGLESIDE,NONE,400 Block of MELROSE AV,-122.4518376,37.73385358,(37.7338535835105/ -122.451837577103)
150850690,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,9/28/2015,14:30,INGLESIDE,NONE,400 Block of MELROSE AV,-122.4518376,37.73385358,(37.7338535835105/ -122.451837577103)
150857301,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,9/28/2015,14:30,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,-122.4084331,37.79670393,(37.7967039278443/ -122.408433097286)
150850593,ROBBERY,ROBBERY/ BODILY FORCE,Monday,9/28/2015,14:30,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336,(37.7256933575703/ -122.452289660492)
150850593,FRAUD,DEFRAUDING AN INNKEEPER,Monday,9/28/2015,14:30,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336,(37.7256933575703/ -122.452289660492)
150854993,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,9/28/2015,14:30,INGLESIDE,NONE,AMAZON AV / MISSION ST,-122.4404162,37.71724599,(37.7172459880077/ -122.440416226696)
156239438,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,14:30,CENTRAL,NONE,POST ST / HYDE ST,-122.4166424,37.78724504,(37.787245037815/ -122.416642370005)
150851228,OTHER OFFENSES,FRAUDULENT GAME OR TRICK/ OBTAINING MONEY OR PROPERTY,Monday,9/28/2015,14:30,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.4310464,37.78302957,(37.7830295716044/ -122.431046366089)
150863762,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,9/28/2015,14:30,TENDERLOIN,NONE,0 Block of STOCKTON ST,-122.4063518,37.78603116,(37.7860311576362/ -122.406351834294)
150851080,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,14:30,SOUTHERN,NONE,800 Block of BRANNAN ST,-122.404385,37.77219582,(37.7721958190345/ -122.404385042303)
156240479,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,9/28/2015,14:20,BAYVIEW,NONE,0 Block of CONKLING ST,-122.4019684,37.7356138,(37.7356138034783/ -122.401968361773)
150850521,ASSAULT,ASSAULT/ AGGRAVATED/ W/ GUN,Monday,9/28/2015,14:17,BAYVIEW,NONE,700 Block of PHELPS ST,-122.3904843,37.74081967,(37.740819670966/ -122.390484298497)
150855888,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,9/28/2015,14:15,NORTHERN,NONE,1500 Block of OFARRELL ST,-122.4306105,37.78349637,(37.7834963710489/ -122.430610535316)
156239450,NON-CRIMINAL,LOST PROPERTY,Monday,9/28/2015,14:15,SOUTHERN,NONE,200 Block of MARKET ST,-122.3970342,37.79282365,(37.7928236509312/ -122.397034190089)
150856927,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,9/28/2015,14:10,SOUTHERN,NONE,800 Block of MARKET ST,-122.4066906,37.78520719,(37.7852071918419/ -122.406690592261)
159005525,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,9/28/2015,14:05,TARAVAL,ARREST/ CITED,BEVERLY ST / HOLLOWAY AV,-122.471672,37.72163031,(37.7216303057305/ -122.471671980373)
159005525,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,9/28/2015,14:05,TARAVAL,ARREST/ CITED,BEVERLY ST / HOLLOWAY AV,-122.471672,37.72163031,(37.7216303057305/ -122.471671980373)
156239820,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,14:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,(37.7725405391593/ -122.466204667893)
150851193,TRESPASS,TRESPASSING,Monday,9/28/2015,14:00,RICHMOND,ARREST/ BOOKED,0 Block of SHORE VIEW AV,-122.4971245,37.78053407,(37.7805340674061/ -122.497124513727)
150851193,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,9/28/2015,14:00,RICHMOND,ARREST/ BOOKED,0 Block of SHORE VIEW AV,-122.4971245,37.78053407,(37.7805340674061/ -122.497124513727)
150851024,VEHICLE THEFT,STOLEN TRUCK,Monday,9/28/2015,14:00,NORTHERN,NONE,SACRAMENTO ST / OCTAVIA ST,-122.4274507,37.7906673,(37.7906673019303/ -122.427450692084)
150850452,NON-CRIMINAL,AIDED CASE/ MENTAL DISTURBED,Monday,9/28/2015,14:00,MISSION,NONE,100 Block of CAPP ST,-122.4185499,37.76428371,(37.7642837095036/ -122.418549940195)
156239397,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/28/2015,14:00,CENTRAL,NONE,HYDE ST / POST ST,-122.4166424,37.78724504,(37.787245037815/ -122.416642370005)
150851262,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,9/28/2015,14:00,PARK,NONE,1300 Block of PIERCE ST,-122.4359764,37.78239781,(37.7823978123969/ -122.435976420716)
150851262,ASSAULT,THREATS AGAINST LIFE,Monday,9/28/2015,14:00,PARK,NONE,1300 Block of PIERCE ST,-122.4359764,37.78239781,(37.7823978123969/ -122.435976420716)
150852834,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,9/28/2015,13:50,NORTHERN,NONE,1500 Block of OFARRELL ST,-122.4306105,37.78349637,(37.7834963710489/ -122.430610535316)
150850543,SECONDARY CODES,JUVENILE INVOLVED,Monday,9/28/2015,13:48,INGLESIDE,NONE,400 Block of RAYMOND AV,-122.412458,37.71473474,(37.7147347356846/ -122.412457953057)
150850543,NON-CRIMINAL,AIDED CASE,Monday,9/28/2015,13:48,INGLESIDE,NONE,400 Block of RAYMOND AV,-122.412458,37.71473474,(37.7147347356846/ -122.412457953057)
150850543,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,9/28/2015,13:48,INGLESIDE,NONE,400 Block of RAYMOND AV,-122.412458,37.71473474,(37.7147347356846/ -122.412457953057)
150850907,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,9/28/2015,13:33,TARAVAL,NONE,1800 Block of OCEAN AV,-122.4616832,37.72518972,(37.7251897236748/ -122.461683159559)
150850775,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,9/28/2015,13:25,MISSION,NONE,1100 Block of POTRERO AV,-122.4063243,37.75363225,(37.7536322498822/ -122.406324313914)
150850816,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,9/28/2015,13:22,PARK,NONE,700 Block of STANYAN ST,-122.4533763,37.76871427,(37.7687142722405/ -122.453376250788)
150850446,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,9/28/2015,13:15,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.4001889,37.78726854,(37.7872685412524/ -122.400188931682)
150850377,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,9/28/2015,13:03,MISSION,NONE,1900 Block of MISSION ST,-122.4198146,37.76584272,(37.7658427213372/ -122.419814593811)
150850678,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,9/28/2015,13:00,CENTRAL,NONE,200 Block of JEFFERSON ST,-122.41501,37.80836982,(37.8083698161391/ -122.415010032996)
156239513,NON-CRIMINAL,LOST PROPERTY,Monday,9/28/2015,13:00,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.3879146,37.78336317,(37.7833631726076/ -122.38791460114)
150850236,ASSAULT,BATTERY,Monday,9/28/2015,12:58,TENDERLOIN,NONE,500 Block of OFARRELL ST,-122.4137984,37.78562979,(37.7856297942374/ -122.413798415869)
150850311,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS W/PRIORS,Monday,9/28/2015,12:55,TENDERLOIN,ARREST/ BOOKED,0 Block of OFARRELL ST,-122.4058954,37.78673422,(37.7867342184983/ -122.405895369887)
150850214,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,9/28/2015,12:55,MISSION,ARREST/ BOOKED,MARKET ST / DOLORES ST,-122.4268236,37.76916918,(37.769169183708/ -122.426823629512)
150850311,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,9/28/2015,12:55,TENDERLOIN,ARREST/ BOOKED,0 Block of OFARRELL ST,-122.4058954,37.78673422,(37.7867342184983/ -122.405895369887)
150856046,LARCENY/THEFT,THEFT OF CHECKS OR CREDIT CARDS,Monday,9/28/2015,12:45,CENTRAL,NONE,200 Block of BUSH ST,-122.4021896,37.79093729,(37.7909372946/ -122.402189632612)
156239507,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,9/28/2015,12:45,CENTRAL,NONE,2600 Block of JONES ST,-122.416916,37.80569425,(37.805694248558/ -122.41691595708)
150856046,FRAUD,CREDIT CARD/ THEFT BY USE OF,Monday,9/28/2015,12:45,CENTRAL,NONE,200 Block of BUSH ST,-122.4021896,37.79093729,(37.7909372946/ -122.402189632612)
150850286,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,9/28/2015,12:40,INGLESIDE,NONE,1200 Block of GENEVA AV,-122.4358316,37.71393631,(37.7139363117368/ -122.435831640861)
150850195,OTHER OFFENSES,PROBATION VIOLATION,Monday,9/28/2015,12:30,SOUTHERN,ARREST/ BOOKED,KING ST / DIVISION ST,-122.4020758,37.76988426,(37.7698842625949/ -122.402075831854)
150850220,ASSAULT,BATTERY/ FORMER SPOUSE OR DATING RELATIONSHIP,Monday,9/28/2015,12:30,BAYVIEW,NONE,100 Block of NORTHRIDGE RD,-122.378226,37.73129415,(37.7312941487525/ -122.378226008527)
150850496,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,9/28/2015,12:30,SOUTHERN,NONE,0 Block of 10TH ST,-122.4172576,37.77626951,(37.7762695066166/ -122.41725760507)
150850195,LARCENY/THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Monday,9/28/2015,12:30,SOUTHERN,ARREST/ BOOKED,KING ST / DIVISION ST,-122.4020758,37.76988426,(37.7698842625949/ -122.402075831854)
150850220,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,9/28/2015,12:30,BAYVIEW,NONE,100 Block of NORTHRIDGE RD,-122.378226,37.73129415,(37.7312941487525/ -122.378226008527)
